0	0
1	0.0005333333333
2	0.002133333333
3	0.0048
4	0.008533333333
5	0.01333333333
6	0.0192
7	0.02613333333
8	0.03413333333
9	0.0432
10	0.05333333333
11	0.06453333333
12	0.0768
13	0.09013333333
14	0.1045333333
15	0.12
16	0.1365333333
17	0.1541333333
18	0.1728
19	0.1925333333
20	0.2133333333
21	0.2352
22	0.2581333333
23	0.2821333333
24	0.3072
25	0.3333333333
26	0.3605333333
27	0.3888
28	0.4181333333
29	0.4485333333
30	0.48
31	0.5125333333
32	0.5461333333
33	0.5808
34	0.6165333333
35	0.6533333333
36	0.6912
37	0.7301333333
38	0.7701333333
39	0.8112
40	0.8533333333
41	0.8965333333
42	0.9408
43	0.9861333333
44	1.032533333
45	1.08
46	1.128533333
47	1.178133333
48	1.2288
49	1.280533333
50	1.333333333
51	1.3872
52	1.442133333
53	1.498133333
54	1.5552
55	1.613333333
56	1.672533333
57	1.7328
58	1.794133333
59	1.856533333
60	1.92
61	1.984533333
62	2.050133333
63	2.1168
64	2.184533333
65	2.253333333
66	2.3232
67	2.394133333
68	2.466133333
69	2.5392
70	2.613333333
71	2.688533333
72	2.7648
73	2.842133333
74	2.920533333
75	3
76	3.080533333
77	3.162133333
78	3.2448
79	3.328533333
80	3.413333333
81	3.4992
82	3.586133333
83	3.674133333
84	3.7632
85	3.853333333
86	3.944533333
87	4.0368
88	4.130133333
89	4.224533333
90	4.32
91	4.416533333
92	4.514133333
93	4.6128
94	4.712533333
95	4.813333333
96	4.9152
97	5.018133333
98	5.122133333
99	5.2272
100	5.333333333
101	5.440533333
102	5.5488
103	5.658133333
104	5.768533333
105	5.88
106	5.992533333
107	6.106133333
108	6.2208
109	6.336533333
110	6.453333333
111	6.5712
112	6.690133333
113	6.810133333
114	6.9312
115	7.053333333
116	7.176533333
117	7.3008
118	7.426133333
119	7.552533333
120	7.68
121	7.808533333
122	7.938133333
123	8.0688
124	8.200533333
125	8.333333333
126	8.4672
127	8.602133333
128	8.738133333
129	8.8752
130	9.013333333
131	9.152533333
132	9.2928
133	9.434133333
134	9.576533333
135	9.72
136	9.864533333
137	10.01013333
138	10.1568
139	10.30453333
140	10.45333333
141	10.6032
142	10.75413333
143	10.90613333
144	11.0592
145	11.21333333
146	11.36853333
147	11.5248
148	11.68213333
149	11.84053333
150	12
151	12.16053333
152	12.32213333
153	12.4848
154	12.64853333
155	12.81333333
156	12.9792
157	13.14613333
158	13.31413333
159	13.4832
160	13.65333333
161	13.82453333
162	13.9968
163	14.17013333
164	14.34453333
165	14.52
166	14.69653333
167	14.87413333
168	15.0528
169	15.23253333
170	15.41333333
171	15.5952
172	15.77813333
173	15.96213333
174	16.1472
175	16.33333333
176	16.52053333
177	16.7088
178	16.89813333
179	17.08853333
180	17.28
181	17.47253333
182	17.66613333
183	17.8608
184	18.05653333
185	18.25333333
186	18.4512
187	18.65013333
188	18.85013333
189	19.0512
190	19.25333333
191	19.45653333
192	19.6608
193	19.86613333
194	20.07253333
195	20.28
196	20.48853333
197	20.69813333
198	20.9088
199	21.12053333
200	21.33333333
201	21.5472
202	21.76213333
203	21.97813333
204	22.1952
205	22.41333333
206	22.63253333
207	22.8528
208	23.07413333
209	23.29653333
210	23.52
211	23.74453333
212	23.97013333
213	24.1968
214	24.42453333
215	24.65333333
216	24.8832
217	25.11413333
218	25.34613333
219	25.5792
220	25.81333333
221	26.04853333
222	26.2848
223	26.52213333
224	26.76053333
225	27
226	27.24053333
227	27.48213333
228	27.7248
229	27.96853333
230	28.21333333
231	28.4592
232	28.70613333
233	28.95413333
234	29.2032
235	29.45333333
236	29.70453333
237	29.9568
238	30.21013333
239	30.46453333
240	30.72
241	30.97653333
242	31.23413333
243	31.4928
244	31.75253333
